0.09534 0.09190 -0.41828 -0.08536 0.36469 -0.11510 -0.29823 -0.25157 0.14638 0.17128 -0.56152 -0.06218 -0.31581 0.00902 -0.13789 0.43984 -0.00415 -0.26232 -0.18868 0.28008 -0.16634 0.31808 -0.02043 -0.17642 0.02294 -0.32402 0.31538 -0.01840 0.08895 0.34376 -0.05868 -0.22400 0.00588 -0.46734 -0.03995 -0.37048 -0.16218 0.16728 -0.14856 0.30070 -0.26811 0.14876 -0.33965 -0.11027 -0.09801 0.14611 -0.10368 0.58537 0.06492 0.20320 -0.30237 -0.08364 -0.17366 -0.30207 -0.21957 -0.43234 -0.44516 0.45858 0.16434 -0.13422 0.06999 0.17980 -0.20202 0.18069 -0.09193 0.31831 0.00888 -0.03649 -0.35421 -0.04633 0.42196 -0.02844 0.04993 -0.15876 0.12143 -0.20421 0.20768 0.10341 0.22691 -0.49522 -0.06362 0.29381 0.22524 -0.36351 0.01749 0.00918 -0.24009 0.20579 0.18788 -0.12374 -0.25653 0.16463 0.19688 -0.78968 -0.34718 -0.11116 -0.20170 0.25302 0.12526 0.16293 0.16335 0.06643 -0.17349 -0.44687 0.05542 0.01274 -0.04238 0.06663 -0.01937 0.10515 0.22316 0.21882 -0.06582 0.31913 0.07585 -0.08762 -0.33244 -0.03803 -0.47749 0.07923 0.14607 0.22169 0.00806 0.29366 -0.24327 0.28277 0.02755 -0.07839 -0.02348 -0.10085 -0.27261 0.00563 0.20909 -0.04586 -0.33130 0.00935 -0.02680 -0.27050 -0.31114 0.22558 0.05503 0.12793 -0.00349 -0.19724 0.20222 -0.24618 0.20600 -0.26045 -0.31393 0.11273 -0.17099 0.01157 0.18013 0.00641 0.00812 0.18787 -0.07351 0.46785 0.23695 -0.12485 -0.26893 0.05684 0.22561 0.58802 0.07486 0.03104 -0.07089 -0.38106 -0.16899 0.22322 -0.11785 0.47601 0.18511 0.18096 0.12219 0.29389 0.06359 -0.07996 0.14205 -0.04545 0.08551 0.33214 0.15486 0.61682 0.60669 -0.09766 -0.06017 0.02979 -0.29740 0.25758 -0.18199 0.01483 -0.00791 0.11299 -0.18242 -0.04968 -0.24752 -0.21308 -0.53405 -0.14236	FAC
0.08220 0.30893 -0.36221 -0.14745 0.71038 -0.38549 -0.49987 -0.28552 0.52782 0.21690 -0.50155 0.19175 -0.19496 0.23320 -0.24650 0.34481 -0.01340 -0.43609 -0.21641 0.19062 -0.10765 0.00992 0.11508 -0.19139 0.19554 -0.52443 0.31056 0.00702 0.05823 0.57439 0.43685 -0.32680 -0.43063 -0.19404 -0.27289 -0.18000 0.08988 0.07892 0.05397 0.17654 -0.34078 -0.01006 -0.07285 0.36239 0.16072 -0.35375 0.01531 0.30092 -0.18631 0.19248 -0.54479 0.18152 0.08010 0.15279 -0.25205 0.03627 0.07048 -0.49920 -0.10681 0.12918 0.28937 0.54151 0.04850 0.04256 -0.37366 0.30355 0.08682 -0.11741 0.13491 -0.27183 -0.08109 0.20953 -0.12910 -0.20840 -0.42864 -0.14215 0.20434 0.26367 0.37506 -0.39974 0.00621 0.31103 0.33529 -0.49076 0.37515 0.08215 0.16699 0.17588 0.05269 -0.13288 0.19710 -0.24421 0.50409 -0.37229 -0.30298 0.08490 -0.26034 0.07416 -0.04546 0.09317 0.05056 0.40889 0.19982 -0.52326 0.28193 -0.06081 0.04032 -0.32303 -0.06487 -0.10506 0.13833 0.29285 -0.08371 0.28088 0.01334 -0.02969 -0.25481 -0.08659 -0.20653 -0.41244 -0.30394 0.06831 -0.01395 0.23944 -0.69139 -0.14161 -0.26988 0.01824 -0.16777 -0.26498 -0.05323 -0.45438 -0.03440 -0.38247 -0.13973 0.16666 -0.14574 -0.29522 -0.10815 0.01494 -0.37571 0.33789 -0.45280 -0.01681 0.27259 0.13401 0.39780 -0.26861 -0.28950 0.16889 -0.26411 -0.20516 0.14410 -0.19281 -0.03592 0.21556 -0.02495 0.13809 0.56830 -0.51270 -0.68433 0.12558 0.30240 -0.08537 0.01408 -0.42962 0.02783 0.08430 0.13641 -0.01131 -0.02605 0.58070 0.33496 -0.01801 0.20766 0.09018 0.38060 0.23325 0.19661 0.10586 0.35313 0.10366 0.18083 0.55280 0.23102 0.29862 -0.00771 -0.42233 -0.33347 0.40335 0.22259 0.10494 0.04707 0.00539 0.07311 -0.10506 0.05059 0.01165 -0.57667 -0.44458	FAC
0.13952 -0.29138 -0.20959 0.03917 0.13815 -0.24910 -0.18077 -0.24021 0.11726 -0.04989 -0.42884 0.18952 -0.02284 -0.02312 -0.18444 0.09244 0.16573 -0.04691 0.14488 0.24190 0.16821 -0.29794 0.10587 -0.09014 0.05018 -0.32382 0.33007 0.07640 0.29640 0.29776 0.18184 -0.05339 -0.12258 -0.08945 -0.16287 -0.41802 -0.04327 0.03045 -0.28729 -0.05036 -0.35944 0.25286 -0.04625 -0.08416 0.51347 -0.04190 0.10246 0.28421 0.29384 0.24038 -0.43522 0.03254 0.02023 0.14403 -0.41050 -0.04778 -0.08291 -0.36059 0.10683 -0.25206 0.03811 0.22076 0.04141 -0.25031 -0.15208 0.29409 0.18574 -0.01508 0.11362 -0.14522 0.29831 -0.02658 0.39425 -0.30106 -0.24846 -0.20666 0.31426 0.26135 0.12078 -0.14924 -0.13031 -0.14173 0.09890 0.19444 -0.09233 -0.34033 0.02092 -0.01110 0.02929 -0.24211 -0.09836 -0.32936 0.28472 -0.24548 0.03831 -0.27802 0.27866 -0.12992 0.00416 -0.15714 0.33706 0.27740 0.13130 -0.26271 0.04502 -0.16249 0.03091 0.11678 -0.03631 0.24339 -0.17952 0.14672 -0.24196 -0.11211 0.01992 -0.25448 -0.15008 -0.18194 0.14086 -0.08150 -0.16527 0.02528 0.06697 0.00295 -0.55514 0.22844 -0.06000 -0.09430 -0.45960 -0.06773 0.05468 0.08426 -0.03349 -0.15227 -0.00955 0.29771 -0.01048 0.02796 -0.02734 -0.03434 0.03780 0.06184 -0.21544 0.30397 -0.01539 -0.15139 0.23589 0.00295 -0.16216 0.33990 -0.32143 -0.15508 0.10098 -0.06293 -0.31894 0.05232 -0.24193 0.22242 0.13623 -0.04414 -0.44498 0.22006 0.08769 0.00939 -0.03749 -0.19783 -0.23078 0.07016 -0.20826 -0.21830 -0.03192 0.23839 -0.06271 -0.08998 0.10958 0.24080 0.04138 0.16118 -0.07178 0.01202 0.08964 0.18675 0.34119 0.32166 0.64168 0.08845 -0.08339 -0.15785 -0.18932 0.15426 -0.03489 0.00180 0.04864 0.16590 0.10571 -0.08320 0.10216 0.18604 0.10808 -0.22276	FAC
0.25865 -0.01442 -0.20809 0.13268 0.26713 -0.31066 -0.44381 -0.11489 0.41873 0.31832 -0.36355 0.01338 -0.17878 0.04530 -0.16813 0.09428 0.03502 -0.15824 -0.02985 0.32197 -0.00291 -0.23697 0.05739 -0.14975 -0.05689 -0.25675 0.32779 -0.12184 0.21553 0.35140 0.11590 -0.12903 -0.06980 -0.15334 -0.09466 -0.40336 -0.05059 0.15986 -0.16689 0.08586 -0.26277 0.14900 -0.02326 0.02661 -0.04940 0.03883 0.09836 0.25226 0.28164 0.36807 -0.32643 0.23322 0.07957 -0.06985 -0.20384 -0.19142 -0.06013 -0.21129 -0.18649 -0.05534 0.00735 0.16074 0.04380 0.02466 -0.02820 0.18274 0.14719 -0.05932 -0.11314 -0.18828 0.24012 -0.02450 0.12912 -0.18528 -0.19640 0.02131 0.20256 0.07712 0.23632 -0.22265 0.05503 -0.00853 0.23223 -0.18794 0.00096 0.03249 0.02154 -0.05627 -0.12298 -0.03183 0.06755 -0.23821 0.39426 -0.28622 -0.10407 -0.31797 -0.06850 0.08793 0.16567 -0.01448 0.07188 0.17012 0.08230 -0.26578 0.04440 -0.13947 0.11768 0.00385 0.02883 0.08314 0.00578 0.22042 -0.06591 0.03647 0.01461 -0.10186 -0.22644 -0.04579 -0.08036 -0.06707 -0.30512 0.07750 0.16572 0.24850 -0.29808 0.15995 -0.11308 -0.10965 -0.45765 0.00966 0.06325 -0.20752 -0.03160 -0.14533 0.02683 0.03470 -0.06117 -0.09268 -0.20228 0.01907 -0.01328 0.07238 -0.28990 0.06460 0.10078 -0.21516 0.26815 -0.10993 -0.07552 0.18636 -0.17431 -0.12019 -0.02278 -0.18604 -0.18634 0.05213 -0.10395 -0.08373 0.12072 -0.04565 -0.21295 0.18172 0.04492 0.00256 -0.17815 -0.01269 -0.07687 0.07756 -0.04229 -0.12675 -0.13038 0.23861 0.02264 0.16741 0.09841 0.18820 0.17071 0.19409 0.07737 0.07734 0.06953 0.28612 0.06395 0.40531 0.28135 0.09401 -0.02428 -0.08021 -0.29597 0.11210 -0.03789 -0.09531 -0.06208 0.15830 0.07233 -0.04280 0.04611 0.03900 -0.17740 -0.11537	FAC
-0.27064 0.09247 -0.34661 0.13150 -0.05372 0.06978 -0.25808 -0.35402 0.50570 0.10933 -0.06935 0.05925 -0.23928 -0.29672 -0.15281 -0.00156 0.01359 -0.05557 0.06601 0.02787 0.47099 -0.27374 -0.06388 -0.04569 0.38290 0.12183 0.17059 0.21070 -0.20077 0.32351 0.05128 -0.01224 0.20826 -0.21059 -0.42791 -0.29424 0.37366 0.08292 0.07508 0.08919 -0.60157 0.40599 0.11483 -0.16756 0.22898 0.07869 0.54942 0.27254 0.13881 0.26323 -0.07213 -0.14091 -0.04710 0.02379 -0.04136 -0.64452 0.18091 0.19718 0.14113 -0.04442 -0.00738 -0.15464 -0.05598 0.31293 0.22575 0.12314 -0.48182 0.12702 0.47431 -0.04888 0.04262 -0.43412 0.16094 -0.07123 -0.21976 0.00764 0.28360 -0.05240 0.17224 -0.28758 0.09314 -0.35667 0.30560 -0.09917 -0.20999 0.11453 -0.07509 0.07017 0.17609 -0.21385 0.40590 0.14970 0.44629 -0.59883 0.09799 -0.44846 0.51340 -0.21872 -0.19877 -0.14389 -0.16246 0.18719 -0.11183 -0.21633 -0.12974 -0.00737 -0.27930 -0.24648 -0.04669 -0.11488 0.23988 -0.11402 -0.08685 -0.11027 0.31950 -0.08471 -0.25703 -0.10389 -0.24420 -0.14118 0.11498 0.45673 0.18520 0.25800 -0.55003 0.04840 0.08596 -0.15460 -0.06333 -0.00646 -0.03515 0.19108 0.29823 -0.38720 -0.39967 -0.07363 -0.38583 -0.19787 -0.22458 0.02987 0.04101 -0.29610 -0.04748 -0.05808 0.14013 0.00375 0.36571 -0.21293 0.16720 -0.10147 -0.04104 0.33007 -0.11724 0.15498 0.05698 -0.03740 -0.31388 -0.26896 0.10859 0.23941 -0.22478 -0.29470 0.16428 0.28630 -0.00862 -0.07673 -0.41149 -0.17386 -0.29901 -0.21313 0.21724 0.01250 -0.06627 0.33523 -0.16357 0.41833 0.08221 -0.29977 0.40954 -0.23177 -0.22698 0.42620 0.06482 -0.10777 0.30028 -0.33578 -0.01115 0.09505 -0.31296 0.12333 -0.15381 -0.12180 0.06380 -0.28860 0.05521 0.09879 -0.06544 -0.14188 -0.21429 0.09890	FAC
-0.26482 -0.00531 -0.19591 -0.02860 0.12706 -0.06540 -0.20398 -0.23076 0.33703 0.41092 0.13678 -0.19164 -0.26651 0.25014 0.14876 0.13035 -0.02797 0.21883 -0.09508 -0.15433 -0.15081 0.23916 -0.25884 0.06976 0.11864 -0.03887 0.31836 -0.30733 -0.14161 0.19797 0.07812 -0.33200 -0.04908 -0.19297 -0.40894 0.07334 0.08829 -0.14716 0.17987 0.06905 -0.16415 -0.03240 0.01784 0.15229 0.13485 -0.39965 0.13277 0.14345 0.16161 0.23141 -0.34521 -0.07683 -0.08388 0.44859 -0.25422 -0.16992 0.16587 0.15917 -0.05144 0.08504 0.01779 0.41463 -0.02647 0.18489 -0.02365 -0.13520 0.19952 0.09652 0.28072 0.11142 0.20029 -0.19457 0.02266 0.01195 -0.57052 0.00210 0.13967 0.04402 0.13598 -0.51499 0.04631 0.07879 -0.09199 -0.48136 0.14105 -0.14298 0.30335 0.26524 0.01218 0.02240 0.28335 0.22128 0.43755 0.00277 0.18076 -0.00068 -0.45233 -0.20529 -0.01300 -0.22777 0.10107 0.24245 0.13024 -0.46196 -0.12843 0.31159 0.01056 -0.19987 -0.08618 0.10928 0.12241 0.23969 -0.41464 0.39468 0.06852 -0.38593 0.27806 -0.48893 -0.19594 -0.22867 0.12321 0.20285 0.12212 0.36503 -0.51396 0.24741 -0.15090 0.03402 -0.43682 -0.35426 0.13776 0.36477 -0.10374 -0.03359 0.07466 -0.08287 -0.38792 -0.14908 -0.31675 0.01932 -0.44497 0.19161 0.04377 -0.28730 0.51932 0.03535 0.14817 -0.06051 -0.22700 0.36295 -0.61519 0.25065 -0.13484 -0.32393 -0.43152 -0.09367 0.00070 0.07206 0.51444 -0.13459 -0.57063 0.11891 0.31943 0.00382 -0.18772 -0.39801 -0.02746 0.20510 -0.04973 -0.56748 -0.01035 0.07051 0.14110 -0.16868 -0.16342 -0.13774 0.20641 0.04019 0.39125 -0.21834 0.22483 0.06432 0.09589 0.40848 0.43015 0.24170 0.01907 0.36423 -0.35392 0.12577 0.42092 -0.09758 0.10794 -0.00207 0.01198 -0.11789 0.02086 0.26348 0.17581 -0.04659	FAC
0.11962 -0.05278 -0.14316 -0.25904 0.35886 -0.22206 -0.28982 -0.40361 0.33874 0.17557 -0.28730 0.03692 -0.02458 0.03935 -0.15381 0.23140 0.19983 -0.02937 -0.14255 0.27692 0.00420 -0.07210 -0.07257 -0.27543 0.07805 -0.18134 0.35160 -0.09919 -0.04780 0.38272 0.25458 -0.12311 -0.20188 -0.00868 -0.22140 -0.30964 -0.13952 0.06022 -0.08190 0.20095 -0.32083 0.06924 0.02786 0.07082 0.22870 -0.18415 0.09383 0.33950 0.13542 0.36533 -0.42200 -0.01805 0.04370 0.14810 -0.25493 0.16765 0.11694 -0.25065 -0.10423 0.10979 0.16366 0.42194 0.07806 -0.04123 -0.25205 0.44225 0.06235 -0.04051 0.11464 -0.19748 0.16348 0.11322 0.07530 -0.20644 -0.37660 -0.12117 0.28234 0.12247 0.34630 -0.16802 -0.13754 0.06567 0.04088 -0.07441 0.01953 -0.25715 -0.04174 0.03107 0.06799 -0.21018 0.08466 -0.00421 0.33812 -0.39387 -0.07088 -0.08614 -0.01190 -0.10542 -0.02119 -0.06006 0.12993 0.48295 -0.02596 -0.34301 0.08640 0.17332 -0.02115 0.10250 -0.13010 0.11351 -0.02439 0.17676 -0.07455 0.17107 0.12603 -0.14102 -0.01844 -0.25187 -0.05093 -0.28327 0.04880 0.07095 -0.06106 0.20803 -0.53331 0.24623 -0.14864 0.03160 -0.25999 -0.34336 -0.02413 -0.00289 -0.03881 -0.13795 -0.05230 0.13380 -0.20586 0.00658 -0.30215 0.27562 -0.01655 0.15507 -0.10237 0.00152 0.24569 0.05379 0.31575 -0.13412 -0.22923 0.35503 -0.35976 -0.13173 -0.02023 -0.03783 -0.11501 -0.01176 -0.18178 0.21179 0.44037 -0.16190 -0.61826 0.05873 0.19802 -0.02682 -0.03022 -0.22663 -0.26397 0.04209 -0.18750 -0.06177 -0.03813 0.29577 0.10589 -0.14917 0.11140 0.11464 -0.00035 0.18094 0.19783 0.00589 0.09405 0.06046 0.13050 0.45938 0.56826 0.07520 -0.01891 0.01408 -0.26033 0.21793 0.02910 0.14710 0.07011 0.06965 0.07213 -0.02014 -0.08930 0.13806 -0.28475 -0.17969	Ratio
0.07981 0.04869 -0.12477 -0.05412 0.15754 -0.08090 -0.64929 -0.21244 0.59670 0.47445 -0.05962 0.19008 -0.16288 -0.08367 0.18812 0.13712 0.09411 0.25960 -0.19953 0.01918 0.31136 -0.09860 -0.41642 -0.25373 -0.07202 -0.26078 0.86529 -0.44059 0.08988 0.25122 0.17424 -0.06184 0.09345 -0.11343 -0.41393 0.03390 0.07261 0.23646 0.15780 0.04676 -0.25895 -0.00913 0.22924 0.23581 0.49802 -0.25751 0.24611 0.39365 0.06047 0.22196 -0.37046 -0.11191 0.04022 0.33100 -0.02821 0.09488 0.13820 -0.11772 -0.23456 0.23066 0.07315 0.12515 0.34344 0.34581 -0.27808 0.10452 -0.12775 0.10267 0.37388 -0.14084 0.26387 0.06523 0.19982 -0.34909 -0.05698 -0.22428 0.02323 0.10214 -0.16255 0.05581 -0.28688 0.25247 -0.06822 0.07234 -0.07741 -0.24475 0.21702 0.06674 -0.26750 -0.28260 0.08528 -0.12823 0.37903 -0.08559 -0.02068 -0.06238 -0.17508 0.17402 0.29491 -0.38498 0.20816 0.58210 0.22218 0.09341 0.19868 0.57830 0.01597 0.03516 0.04829 0.01468 -0.24536 0.10192 -0.26916 0.02524 -0.03339 -0.16018 0.08212 -0.38571 -0.13152 0.18115 0.01712 -0.09372 0.04330 -0.01518 -0.60300 0.41915 -0.12595 -0.15808 -0.39018 -0.30230 0.12625 0.11162 0.19583 0.09699 0.50161 0.24793 -0.07013 -0.23237 -0.15532 -0.01186 0.00202 0.03477 -0.20546 0.44579 0.18568 -0.00828 0.55232 0.14791 0.10134 0.40130 -0.22998 0.06252 0.02212 -0.33339 -0.16371 -0.37277 -0.16350 0.21759 -0.02123 -0.12213 -0.45254 -0.20837 0.15159 -0.29054 -0.15673 -0.22582 -0.42971 -0.05732 -0.11934 -0.38933 -0.09535 0.25122 -0.05650 -0.05325 -0.26020 -0.09741 0.04600 -0.18674 -0.04830 0.06455 0.03868 0.17362 -0.08371 0.61634 0.58402 0.38757 -0.12504 0.22771 -0.41517 0.15267 0.19638 0.02096 0.14721 0.40095 0.37773 0.02451 -0.15530 0.22080 -0.03985 -0.17618	FAC
0.19989 -0.22788 0.08226 -0.01022 0.26032 -0.32126 -0.44483 0.16562 0.22597 -0.01012 -0.49854 0.03495 0.20561 -0.42092 -0.13054 -0.07517 0.20778 -0.11778 -0.10260 0.24637 0.24178 0.22223 0.09466 -0.28946 -0.13142 0.15628 0.53101 -0.14206 0.10721 0.40928 0.19259 -0.01061 0.06249 -0.16046 -0.19291 -0.24972 -0.21034 -0.04889 -0.06737 0.16256 -0.30493 -0.11346 0.05482 -0.21622 0.88490 0.30168 0.03825 0.76441 0.17093 0.31012 -0.16769 -0.08823 -0.16716 -0.09168 -0.04391 -0.33342 -0.23028 -0.44954 0.03910 0.30396 0.27364 0.04083 -0.08693 -0.08869 -0.26669 0.37351 0.09855 0.24752 0.07338 -0.17644 0.32090 -0.07875 0.29922 -0.12733 -0.25162 0.09110 0.26348 -0.09616 0.04563 0.16394 -0.38905 -0.48327 0.04896 0.28618 -0.12782 -0.37830 -0.25397 -0.10145 -0.17957 -0.20089 -0.24655 -0.21201 0.61071 -0.11818 -0.03564 -0.15124 -0.03248 0.19309 0.19847 -0.40344 0.39323 -0.06771 0.10950 0.17729 0.05394 0.44550 -0.02648 0.24430 0.14181 0.31655 -0.09070 0.40876 -0.42147 0.02512 0.05677 0.03709 0.27644 0.00925 0.04004 0.25522 0.63595 -0.18000 -0.14467 0.09337 -0.27922 0.47299 0.04475 0.02828 -0.39330 0.20601 0.39922 0.25767 0.11430 0.24141 -0.15581 0.55175 -0.39399 -0.41574 -0.16655 0.17931 0.44786 0.01068 -0.09636 0.52058 0.13210 -0.24040 0.47583 -0.14606 0.06998 0.03478 -0.42743 -0.30225 -0.07748 -0.11944 0.07726 -0.03216 -0.18337 0.62491 0.03742 -0.11594 -0.44294 -0.12924 0.42910 0.14386 -0.11651 0.23207 -0.09612 0.24799 -0.02511 -0.08704 -0.07522 0.24330 0.03176 -0.12210 -0.28271 -0.07102 0.32489 -0.38774 0.15564 -0.05441 0.06565 0.24226 0.09228 0.66093 0.68340 0.03988 0.06143 0.13108 -0.42888 -0.11063 -0.01430 -0.21614 0.20247 -0.23411 0.08532 -0.00905 -0.09085 -0.09806 -0.10410 0.05727	FAC
0.15584 -0.02657 -0.47257 -0.03543 0.13053 -0.07175 -0.50595 -0.33572 0.41699 0.38967 -0.43614 0.10890 -0.00267 -0.02090 0.10223 -0.24871 0.27946 -0.06892 0.15369 0.08223 0.29419 0.02547 0.32777 -0.38356 0.08069 -0.25822 0.28348 -0.29922 0.08774 0.39037 0.51514 0.01815 -0.05208 -0.17250 -0.17937 0.06817 -0.00766 0.45355 -0.19827 -0.09402 -0.08755 0.05054 -0.23550 0.22934 0.57746 0.10975 -0.13935 0.43498 0.21809 0.26001 -0.50117 -0.28836 0.03236 0.31817 0.03341 0.26897 0.07570 -0.18795 0.02834 0.29581 0.27225 0.05389 0.08940 0.25155 0.06578 0.28266 -0.05191 -0.01108 -0.15647 -0.20364 0.17742 0.02599 -0.00070 -0.37594 -0.17003 -0.15520 0.06199 -0.20029 0.10462 -0.15076 -0.02324 0.04075 -0.01759 0.15498 -0.29100 -0.18533 -0.07986 0.26465 -0.03844 -0.25833 -0.15984 -0.03487 0.65152 -0.30250 -0.03281 -0.32635 -0.09446 0.04914 0.12899 -0.24238 0.48673 0.15693 -0.00707 0.00472 0.14874 0.07729 -0.10245 0.23783 0.12184 -0.10976 -0.08969 0.74608 0.04855 0.05359 0.04286 -0.06178 -0.16221 0.11938 -0.01670 0.08650 0.11261 -0.09738 0.06332 0.28645 -0.21638 0.37410 0.07378 0.08477 -0.24533 -0.37023 0.00332 0.35975 0.07057 0.11393 -0.00721 0.42591 -0.32790 -0.30092 -0.34553 0.11233 0.07973 -0.07353 -0.12001 0.26281 0.01134 -0.34980 0.50854 -0.17501 -0.20198 -0.14244 -0.52271 0.04341 -0.13220 0.01132 0.13613 -0.20188 -0.14090 0.23728 0.05214 -0.23905 -0.27648 -0.21141 0.18788 0.04269 -0.32340 -0.02451 -0.39037 -0.16470 -0.00957 0.06532 -0.09010 0.18464 0.20753 -0.32402 -0.01859 -0.09826 0.19200 -0.23882 0.19662 -0.19398 0.11951 0.05482 -0.09165 0.40877 0.77540 0.01146 -0.09655 -0.02028 -0.34172 -0.10018 -0.27738 0.01846 0.23241 0.06462 -0.01461 0.07018 0.13577 0.13081 0.03201 -0.17742	FAC
